manufacturer,manufacturer_cat_no,vendor,description,price,quantity,unitprice,units,link,category,vendor_cat_no,special_conditions,delivery_time,listprice,vat,obs
Sarstedt AG & Co,83.1826,SARSTEDT LDA,"Filtropur S 0.45, yellou housing, for sterilisation and particle removal from solutions, inlet luer-lock female, outlet luer-lock male, filtration surface 5,3cm2, pore size 0,45µm, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",50,50,1,UN,WWW.sarstedt.com,Tissue-culture,83.1826,Room temperature,3 Days. No stock -15 days,1.6,21,
Sarstedt AG & Co,83.1826.001,SARSTEDT LDA,"Filtropur S 0.2, blue/neutral housing for sterile filtration, inlet luer-lock female outlet luer-lock, filtration surface 5,3cm2, pore size 0,2, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",50,50,1,UN,WWW.sarstedt.com,Tissue-culture,83.1826.001,Room temperature,3 Days. No stock -15 days,1.6,21,
Sarstedt AG & Co,83.1827,SARSTEDT LDA,"Filtropur L 0.2 S, with integral glass-fibre prefilter for use in connection with pressure pump or peristaltic pumps, inlet tube connector (6 a 12mm stepped connector), pore size 0,2µm, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",400,50,8,UN,WWW.sarstedt.com,Tissue-culture,83.1827,Room temperature,3 Days. No stock -15 days,11,21,
SARSTEDT INC.,83.183,SARSTEDT LDA,"Cell scraper with soft and flexible blade with 2-position blade, cell scraper length 25cm, blade 17mm, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",170,100,1.7,UN,WWW.sarstedt.com,Tissue-culture,83.183,Room temperature,3 Days. No stock -15 days,1.7,21,
SARSTEDT INC.,83.1831,SARSTEDT LDA,"Cell scraper with soft and flexible blade with 2-position blade, for use in larger TC flasks (T-175), cell scraper length 39cm, blade 31mm, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",250,100,2.5,UN,WWW.sarstedt.com,Tissue-culture,83.1831,Room temperature,3 Days. No stock -15 days,2.5,21,
SARSTEDT INC.,83.1835,SARSTEDT LDA,"TC plates with lid for adherent cells, PS, with 96 wells, flat base, maximum volume 0,38ml, growth surface 0,35cm2, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",52.05,50,1.041,UN,WWW.sarstedt.com,Tissue-culture,83.1835,Room temperature,3 Days. No stock -15 days,1.42,21,
SARSTEDT INC.,83.1836,SARSTEDT LDA,"TC plates with lid for adherent cells, PS, with 24 wells, flat base, maximum volume 3,6ml, growth surface 2cm2, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",52.95,50,1.059,UN,WWW.sarstedt.com,Tissue-culture,83.1836,Room temperature,3 Days. No stock -15 days,1.73,21,
SARSTEDT INC.,83.1836.300,SARSTEDT LDA,"TC Cell+ plates with lid  for sensitive adherent cells, PS, with 24 wells, flat base, maximum volume 3,6ml, growth surface 2cm2, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",80,50,1.6,UN,WWW.sarstedt.com,Tissue-culture,83.1836.300,Room temperature,3 Days. No stock -15 days,2.08,21,
SARSTEDT INC.,83.1836.500,SARSTEDT LDA,"TC plates with lid for suspension and hybridoma, PS, with 24 wells, flat base, maximum volume 3,6ml, growth surface 2cm2, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",64.35,50,1.287,UN,WWW.sarstedt.com,Tissue-culture,83.1836.500,Room temperature,3 Days. No stock -15 days,1.67,21,
SARSTEDT INC.,83.1837.500,SARSTEDT LDA,"TC plates with lid for suspension and hybridoma, PS, with 96 wells, round base, maximum volume 0,38ml, growth surface 0,35cm2, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",52.6,50,1.052,UN,WWW.sarstedt.com,Tissue-culture,83.1837.500,Room temperature,3 Days. No stock -15 days,1.37,21,
SARSTEDT INC.,83.1839,SARSTEDT LDA,"TC plates with lid for adherent cells, PS, with 6 wells, flat base, maximum volume 17,2ml, growth surface 9,5cm2, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",50.8,50,1.016,UN,WWW.sarstedt.com,Tissue-culture,83.1839,Room temperature,3 Days. No stock -15 days,1.71,21,
SARSTEDT INC.,83.1839.500,SARSTEDT LDA,"TC plates with lid for suspension and hybridoma, PS, with 6 wells, flat base, maximum volume 17,2ml, growth surface 9,5cm2, sterile, non-pyrogenic, non-cytotoxic, inidividual wrapped.",63.25,50,1.265,UN,WWW.sarstedt.com,Tissue-culture,83.1839.500,Room temperature,3 Days. No stock -15 days,1.64,21,
SARSTEDT INC.,83.1840.002,SARSTEDT LDA,"Coverslips for microscopy 13mm Ø, sterile, box/25.",32,200,0.16,UN,WWW.sarstedt.com,Tissue-culture,83.1840.002,Room temperature,3 Days. No stock -15 days,0.21,21,
Sarstedt AG & Co,86.1171,SARSTEDT LDA,"Transfer pipettes from LD-PE, 155mm lenght, 3,5ml bulb volume, drop size 35-55µl, type B, graduation 3:0,50ml, non-sterile.",42,2000,0.021,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1171,Room temperature,3 Days. No stock -15 days,0.02,21,
Sarstedt AG & Co,86.1171.001,SARSTEDT LDA,"Transfer pipettes from LD-PE, 155mm lenght, 3,5ml bulb volume, drop size 35-55µl, type B, graduation 3:0,50ml, sterile, individuallyly wrapped.",39.48,840,0.047,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1171.001,Room temperature,3 Days. No stock -15 days,0.05,21,
Sarstedt AG & Co,86.1171.010,SARSTEDT LDA,"Transfer pipettes from LD-PE, 155mm lenght, 3,5ml bulb volume, drop size 35-55µl, type B, graduation 3:0,50ml, sterile, 10/bag.",35,1000,0.035,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1171.010,Room temperature,3 Days. No stock -15 days,0.04,21,
Sarstedt AG & Co,86.1175,SARSTEDT LDA,"Transfer pipettes from LD-PE, 146mm lenght, 6,0ml bulb volume, drop size 20-30µl, type E, non-sterile.",36.8,1600,0.023,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1175,Room temperature,3 Days. No stock -15 days,0.02,21,
Sarstedt AG & Co,86.1175.010,SARSTEDT LDA,"Transfer pipettes from LD-PE, 146mm lenght, 6,0ml bulb volume, drop size 20-30µl, type E, sterile, 10/bag.",54.4,800,0.068,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1175.010,Room temperature,3 Days. No stock -15 days,0.07,21,
Sarstedt AG & Co,86.118,SARSTEDT LDA,"Transfer pipettes from LD-PE, 106mm lenght, 1,0ml bulb volume, drop size 17-22µl, type H, non-sterile.",63,3000,0.021,UN,WWW.sarstedt.com,Non-culture-plasticware,86.118,Room temperature,3 Days. No stock -15 days,0.02,21,
Sarstedt AG & Co,86.1197,SARSTEDT LDA,"Disposal bag for table rack from PP, 200x300mm, neutral, without print, suitable for autoclaving at 121ºC.",63.5,500,0.127,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1197,Room temperature,3 Days. No stock -15 days,0.13,21,
Sarstedt AG & Co,86.1198,SARSTEDT LDA,"Disposal bag from PP, 300x500mm, neutral, without print, suitable for autoclaving at 134ºC.",77.5,500,0.155,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1198,Room temperature,3 Days. No stock -15 days,0.16,21,
Sarstedt AG & Co,86.1199,SARSTEDT LDA,"Disposal bag from PP, 400x780mm, neutral, without print, suitable for autoclaving at 134ºC.",67.5,250,0.27,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1199,Room temperature,3 Days. No stock -15 days,0.27,21,
Sarstedt AG & Co,86.12,SARSTEDT LDA,"Disposal bag from PP, 600x780mm, neutral, without print, suitable for autoclaving at 134ºC.",88.75,250,0.355,UN,WWW.sarstedt.com,Non-culture-plasticware,86.12,Room temperature,3 Days. No stock -15 days,0.36,21,
Sarstedt AG & Co,86.1203,SARSTEDT LDA,"Disposal bag from PP, 600x780mm, neutral, with red print “Bio Hazard Bag”, suitable for autoclaving at 121ºC.",104.5,250,0.418,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1203,Room temperature,3 Days. No stock -15 days,0.42,21,
SARSTEDT S.A.R.L.,86.1251.001,SARSTEDT LDA,"Serological pipettes from clear PS, 1ml, graduation 1/100ml, colour code yellow, gamma-sterile, individually wrapped.",65,1000,0.065,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1251.001,Room temperature,3 Days. No stock -15 days,0.07,21,
SARSTEDT S.A.R.L.,86.1252.001,SARSTEDT LDA,"Serological pipettes from clear PS, 2ml, graduation 1/100ml, colour code green, gamma-sterile, individually wrapped.",75,1000,0.075,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1252.001,Room temperature,3 Days. No stock -15 days,0.08,21,
SARSTEDT S.A.R.L.,86.1253.001,SARSTEDT LDA,"Serological pipettes from clear PS, 5ml, graduation 1/10ml, colour code blue, gamma-sterile, individually wrapped.",50,500,0.1,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1253.001,Room temperature,3 Days. No stock -15 days,0.1,21,
SARSTEDT S.A.R.L.,86.1254.001,SARSTEDT LDA,"Serological pipettes from clear PS, 10ml, graduation 1/10ml, colour code orange, gamma-sterile, individually wrapped.",60,500,0.12,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1254.001,Room temperature,3 Days. No stock -15 days,0.13,21,
Sarstedt AG & Co,86.1562.010,SARSTEDT LDA,"Inoculation loops, PS, 10µl, blue, gamma-steril, 10/bag.",18,500,0.036,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1562.010,Room temperature,3 Days. No stock -15 days,0.04,21,
Sarstedt AG & Co,86.1562.050,SARSTEDT LDA,"Inoculation loops, PS, 10µl, blue, gamma-steril, 48/bag.",20.16,960,0.021,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1562.050,Room temperature,3 Days. No stock -15 days,0.02,21,
Sarstedt AG & Co,86.1567.010,SARSTEDT LDA,"Inoculation loops, PS, 1µl, white, gamma-steril, 10/bag.",36,1000,0.036,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1567.010,Room temperature,3 Days. No stock -15 days,0.04,21,
Sarstedt AG & Co,86.1567.050,SARSTEDT LDA,"Inoculation loops, PS, 1µl, white, gamma-steril, 48/bag.",20.16,960,0.021,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1567.050,Room temperature,3 Days. No stock -15 days,0.02,21,
Sarstedt AG & Co,86.1568.010,SARSTEDT LDA,"Inoculation needle, PS, orange, gamma-sterile, 10/bag.",31,500,0.062,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1568.010,Room temperature,3 Days. No stock -15 days,0.06,21,
Sarstedt AG & Co,86.1568.050,SARSTEDT LDA,"Inoculation needle, PS, orange, gamma-sterile, 50/bag.",98,2000,0.049,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1568.050,Room temperature,3 Days. No stock -15 days,0.05,21,
Sarstedt AG & Co,86.1569.001,SARSTEDT LDA,"Inoculation spreader, type T, blue, gamma-sterile, individually wrapped.",83,500,0.166,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1569.001,Room temperature,3 Days. No stock -15 days,0.17,21,
Sarstedt AG & Co,86.1569.005,SARSTEDT LDA,"Inoculation spreader, type T, blue, gamma-sterile, 5/bag.",66,500,0.132,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1569.005,Room temperature,3 Days. No stock -15 days,0.13,21,
SARSTEDT S.A.R.L.,86.1685.001,SARSTEDT LDA,"Serological pipettes from clear PS, 25ml, graduation 2/10ml, colour code red, gamma-sterile, individually wrapped.",60.6,200,0.303,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1685.001,Room temperature,3 Days. No stock -15 days,0.3,21,
"SARSTEDT AG
",86.1689.001,SARSTEDT LDA,"Serological pipettes from clear PS, 50ml, graduation 1/2ml, colour code violet, gamma-sterile, individually wrapped.",77.2,100,0.772,UN,WWW.sarstedt.com,Non-culture-plasticware,86.1689.001,Room temperature,3 Days. No stock -15 days,0.77,21,
Sarstedt AG & Co,93.1428,SARSTEDT LDA,"Rack “Series 48” , acrilic, 4 rows with 12 apertures, height 40mm, lenght 257mm, width 90mm, upper diameter 10,5mm, suitable for micro tubes with screw cap – notched aperture enables single-handed operation, autoclavable up to 121ºC.",18,1,18,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1428,Room temperature,3 Days. No stock -15 days,18,21,
Sarstedt AG & Co,93.1431,SARSTEDT LDA,"Rack “Series 48” , acrilic, 4 rows with 12 apertures, height 40mm, lenght 257mm, width 90mm, upper diameter 15,6mm, suitable for tubes, S-Monovettes of 15mm Ø and 13mm Ø, autoclavable up to 121ºC.",17,1,17,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1431,Room temperature,3 Days. No stock -15 days,17,21,
Sarstedt AG & Co,93.1431.001,SARSTEDT LDA,"Rack “Series 48” , acrilic, 4 rows with 12 apertures, height 40mm, lenght 257mm, width 90mm, upper diameter 15,6mm, suitable for tubes, square cuvettes and all S-Monovettes diameters, autoclavable up to 121ºC.",17,1,17,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1431.001,Room temperature,3 Days. No stock -15 days,17,21,
Sarstedt AG & Co,93.1646,SARSTEDT LDA,"DishRack 80 for up to 88 petri dishes Ø 92, PC, neutral. Autoclavable up to 121ºC.",79,1,79,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1646,Room temperature,3 Days. No stock -15 days,79,21,
Sarstedt AG & Co,93.1646.001,SARSTEDT LDA,"DishRack 80 for up to 88 petri dishes Ø 92, PC, red. Autoclavable up to 121ºC.",78,1,78,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1646.001,Room temperature,3 Days. No stock -15 days,78,21,
Sarstedt AG & Co,93.1646.002,SARSTEDT LDA,"DishRack 80 for up to 88 petri dishes Ø 92, PC, yellow. Autoclavable up to 121ºC.",79,1,79,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1646.002,Room temperature,3 Days. No stock -15 days,79,21,
Sarstedt AG & Co,93.1646.003,SARSTEDT LDA,"DishRack 80 for up to 88 petri dishes Ø 92, PC, blue. Autoclavable up to 121ºC.",78,1,78,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1646.003,Room temperature,3 Days. No stock -15 days,78,21,
Sarstedt AG & Co,93.1646.004,SARSTEDT LDA,"DishRack 80 for up to 88 petri dishes Ø 92, PC, green. Autoclavable up to 121ºC.",79,1,79,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1646.004,Room temperature,3 Days. No stock -15 days,79,21,
Sarstedt AG & Co,93.1647,SARSTEDT LDA,"DishRack 50 for up to 52 petri dishes Ø 92, PC, neutral. Autoclavable up to 121ºC.",68,1,68,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1647,Room temperature,3 Days. No stock -15 days,68,21,
Sarstedt AG & Co,93.1647.001,SARSTEDT LDA,"DishRack 50 for up to 52 petri dishes Ø 92, PC, red. Autoclavable up to 121ºC.",68,1,68,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1647.001,Room temperature,3 Days. No stock -15 days,68,21,
Sarstedt AG & Co,93.1647.002,SARSTEDT LDA,"DishRack 50 for up to 52 petri dishes Ø 92, PC, yellow. Autoclavable up to 121ºC.",68,1,68,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1647.002,Room temperature,3 Days. No stock -15 days,68,21,
Sarstedt AG & Co,93.1647.003,SARSTEDT LDA,"DishRack 50 for up to 52 petri dishes Ø 92, PC, blue. Autoclavable up to 121ºC.",68,1,68,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1647.003,Room temperature,3 Days. No stock -15 days,68,21,
Sarstedt AG & Co,93.1647.004,SARSTEDT LDA,"DishRack 50 for up to 52 petri dishes Ø 92, PC, green. Autoclavable up to 121ºC.",68,1,68,UN,WWW.sarstedt.com,Non-culture-plasticware,93.1647.004,Room temperature,3 Days. No stock -15 days,68,21,
Sarstedt AG & Co,93.48.011,SARSTEDT LDA,"Rack “Series 48” , acrilic, 4 rows with 12 apertures, height 40mm, lenght 257mm, width 90mm, upper diameter 8mm, suitable for micro tubes of 8mm Ø, autoclavable up to 121ºC.",18,1,18,UN,WWW.sarstedt.com,Non-culture-plasticware,93.48.011,Room temperature,3 Days. No stock -15 days,18,21,
Sarstedt AG & Co,93.826,SARSTEDT LDA,"Rack “Series 18” , acrilic, 3 rows with 6 apertures, height 40mm, lenght 137mm, width 70mm, upper diameter 11,5mm, suitable for standard micro tubes, autoclavable up to 121ºC.",9,1,9,UN,WWW.sarstedt.com,Non-culture-plasticware,93.826,Room temperature,3 Days. No stock -15 days,9,21,
Sarstedt AG & Co,93.837,SARSTEDT LDA,"Rack “Series 48” , acrilic, 4 rows with 12 apertures, height 40mm, lenght 257mm, width 90mm, upper diameter 11mm, suitable for standard micro tubes, autoclavable up to 121ºC.",13,1,13,UN,WWW.sarstedt.com,Non-culture-plasticware,93.837,Room temperature,3 Days. No stock -15 days,13,21,
Sarstedt AG & Co,93.856.040,SARSTEDT LDA,"Cryo Rack 40, single-handed operation of the tubes, Alfa-numerical coding. Autoclavable up to 121ºC.",13,1,13,UN,WWW.sarstedt.com,Non-culture-plasticware,93.856.040,Room temperature,3 Days. No stock -15 days,13,21,
Sarstedt AG & Co,93.858,SARSTEDT LDA,"Rack “Series 18” , acrilic, 3 rows with 6 apertures, height 40mm, lenght 137mm, width 70mm, upper diameter 8mm, suitable for standard micro tubes of 8mm Ø, autoclavable up to 121ºC.",13,1,13,UN,WWW.sarstedt.com,Non-culture-plasticware,93.858,Room temperature,3 Days. No stock -15 days,13,21,
SARSTEDT INC.,93.873.281,SARSTEDT LDA,"Cryo Boxes, hight-quality polycarbonate storage boxes for a deep-freeze temperature range to -196ºC, numerical coding at each aperture enables quick sample identification. Compatible tubes designs: 1,2 a 2 ml. Storage capacity: 81 micro tubes (9 x 9). Box size (WxDxH): 132 x 132 x 53. Colour: red. Autoclavable up to 121ºC.",46.5,5,9.3,UN,WWW.sarstedt.com,Non-culture-plasticware,93.873.281,Room temperature,3 Days. No stock -15 days,9.3,21,
SARSTEDT INC.,93.873.481,SARSTEDT LDA,"Cryo Boxes, hight-quality polycarbonate storage boxes for a deep-freeze temperature range to -196ºC, numerical coding at each aperture enables quick sample identification. Compatible tubes designs: 1,2 a 2 ml. Storage capacity: 81 micro tubes (9 x 9). Box size (WxDxH): 132 x 132 x 53. Colour: yellow. Autoclavable up to 121ºC.",46.5,5,9.3,UN,WWW.sarstedt.com,Non-culture-plasticware,93.873.481,Room temperature,3 Days. No stock -15 days,9.3,21,
SARSTEDT INC.,93.873.681,SARSTEDT LDA,"Cryo Boxes, hight-quality polycarbonate storage boxes for a deep-freeze temperature range to -196ºC, numerical coding at each aperture enables quick sample identification. Compatible tubes designs: 1,2 a 2 ml. Storage capacity: 81 micro tubes (9 x 9). Box size (WxDxH): 132 x 132 x 53. Colour: blue. Autoclavable up to 121ºC.",46.5,5,9.3,UN,WWW.sarstedt.com,Non-culture-plasticware,93.873.681,Room temperature,3 Days. No stock -15 days,9.3,21,
SARSTEDT INC.,93.876.281,SARSTEDT LDA,Storage boxes suited for the storage of the tubes and containers to -90ºC. Box from PP with slip lid.  Alphanumeric colour-couding for easy sample identification. Compatible tubes designs up to 45x12mm. Storage capacity: 81 micro tubes (9 x 9). Box size (WxDxH): 132 x 132 x 45. Colour: pink. Autoclavable up to 121ºC.,19.5,5,3.9,UN,WWW.sarstedt.com,Non-culture-plasticware,93.876.281,Room temperature,3 Days. No stock -15 days,3.9,21,
SARSTEDT INC.,93.876.381,SARSTEDT LDA,Storage boxes suited for the storage of the tubes and containers to -90ºC. Box from PP with slip lid.  Alphanumeric colour-couding for easy sample identification. Compatible tubes designs up to 45x12mm. Storage capacity: 81 micro tubes (9 x 9). Box size (WxDxH): 132 x 132 x 45. Colour: orange. Autoclavable up to 121ºC.,19.5,5,3.9,UN,WWW.sarstedt.com,Non-culture-plasticware,93.876.381,Room temperature,3 Days. No stock -15 days,3.9,21,
SARSTEDT INC.,93.876.481,SARSTEDT LDA,Storage boxes suited for the storage of the tubes and containers to -90ºC. Box from PP with slip lid.  Alphanumeric colour-couding for easy sample identification. Compatible tubes designs up to 45x12mm. Storage capacity: 81 micro tubes (9 x 9). Box size (WxDxH): 132 x 132 x 45. Colour: yellow. Autoclavable up to 121ºC.,19.5,5,3.9,UN,WWW.sarstedt.com,Non-culture-plasticware,93.876.481,Room temperature,3 Days. No stock -15 days,3.9,21,
SARSTEDT INC.,93.876.581,SARSTEDT LDA,Storage boxes suited for the storage of the tubes and containers to -90ºC. Box from PP with slip lid.  Alphanumeric colour-couding for easy sample identification. Compatible tubes designs up to 45x12mm. Storage capacity: 81 micro tubes (9 x 9). Box size (WxDxH): 132 x 132 x 45. Colour: green. Autoclavable up to 121ºC.,19.5,5,3.9,UN,WWW.sarstedt.com,Non-culture-plasticware,93.876.581,Room temperature,3 Days. No stock -15 days,3.9,21,
SARSTEDT INC.,93.876.681,SARSTEDT LDA,Storage boxes suited for the storage of the tubes and containers to -90ºC. Box from PP with slip lid.  Alphanumeric colour-couding for easy sample identification. Compatible tubes designs up to 45x12mm. Storage capacity: 81 micro tubes (9 x 9). Box size (WxDxH): 132 x 132 x 45. Colour: blue. Autoclavable up to 121ºC.,19.5,5,3.9,UN,WWW.sarstedt.com,Non-culture-plasticware,93.876.681,Room temperature,3 Days. No stock -15 days,3.9,21,
Sarstedt AG & Co,93.893.100,SARSTEDT LDA,"Rack “Series 20” , acrilic, 2 rows with 10 apertures, height 60mm, lenght 327mm, width 72mm, upper diameter 21,5mm, suitable for tubes (100x21mm Ø), autoclavable up to 121ºC.",9,1,9,UN,WWW.sarstedt.com,Non-culture-plasticware,93.893.100,Room temperature,3 Days. No stock -15 days,9,21,
Sarstedt AG & Co,93.894,SARSTEDT LDA,"Rack “Series 18” , acrilic, 3 rows with 6 apertures, height 40mm, lenght 137mm, width 70mm, upper diameter 10,5mm, suitable for micro tubes with screw cap – notched aperture enables singke-handed operation, autoclavable up to 121ºC.",14,1,14,´sdf,WWW.sarstedt.com,Non-culture-plasticware,93.894,Room temperature,3 Days. No stock -15 days,14,21,
Sarstedt AG & Co,95.1007,SARSTEDT LDA,Torniquet for single-handed operation.,16,1,16,UN,WWW.sarstedt.com,Non-culture-plasticware,95.1007,Room temperature,3 Days. No stock -15 days,16,21,
Sarstedt AG & Co,95.1297,SARSTEDT LDA,"Table rack for  disposable bags, steel rack coated with epoxy resin for disposable bags, 200x300mm. 1 rack including dispenser box with 100 bags (order Nº 86.1197).",21,1,21,UN,WWW.sarstedt.com,Non-culture-plasticware,95.1297,Room temperature,3 Days. No stock -15 days,21,21,
Sarstedt AG & Co,95.1298.001,SARSTEDT LDA,"Tip SystemBox, central work station for all 96-tip Sarstedt trays. Complete with hinged lid and anti-slip base. Autoclavable up to 121ºC.",33,6,5.5,UN,WWW.sarstedt.com,Non-culture-plasticware,95.1298.001,Room temperature,3 Days. No stock -15 days,5.5,21,
Sarstedt AG & Co,95.1760.001,SARSTEDT LDA,"Caixa para 96 pontas (0-200µl), de cor amarela.",40,8,5,UN,WWW.sarstedt.com,Non-culture-plasticware,95.1760.001,Room temperature,3 Days. No stock -15 days,5,21,
Sarstedt AG & Co,95.1760.002,SARSTEDT LDA,Empty boxes for 10µl tips.,40,8,5,UN,WWW.sarstedt.com,Non-culture-plasticware,95.1760.002,Room temperature,3 Days. No stock -15 days,5,21,
Sarstedt AG & Co,95.1760.011,SARSTEDT LDA,Empty refill trays for use in the Tip SystemBox. Colour code: yellow.,75,25,3,UN,WWW.sarstedt.com,Non-culture-plasticware,95.1760.011,Room temperature,3 Days. No stock -15 days,3,21,
Sarstedt AG & Co,95.1760.022,SARSTEDT LDA,Empty refill trays for use in the Tip SystemBox. Colour code: light grey.,75,25,3,UN,WWW.sarstedt.com,Non-culture-plasticware,95.1760.022,Room temperature,3 Days. No stock -15 days,3,21,
Sarstedt AG & Co,95.1762,SARSTEDT LDA,Empty boxes for 1000µl tips.,50,10,5,UN,WWW.sarstedt.com,Non-culture-plasticware,95.1762,Room temperature,3 Days. No stock -15 days,5,21,
Sarstedt AG & Co,95.1994,SARSTEDT LDA,"Adhesive Sealing Trapes for PCR, transparent, polyolefin, 100 tapes/inner case.",115,100,1.15,UN,WWW.sarstedt.com,Non-culture-plasticware,95.1994,Room temperature,3 Days. No stock -15 days,1.15,21,
SARSTEDT Ltd.,95.1997,SARSTEDT LDA,Mat for thermocycler with screw/clip-down hot lid. Autoclavable at 121ºC.,15,125,0.12,UN,WWW.sarstedt.com,Non-culture-plasticware,95.1997,Room temperature,3 Days. No stock -15 days,0.12,21,
Sarstedt AG & Co,95.64.249,SARSTEDT LDA,"Storage boxes for space-saving sample storage. Styrofoam boxes with lid, 100x340x65mm, capacity 100 micro tubes (5x20).",20,10,2,UN,WWW.sarstedt.com,Non-culture-plasticware,95.64.249,Room temperature,3 Days. No stock -15 days,2,21,
Sarstedt AG & Co,95.64.253,SARSTEDT LDA,"Storage boxes for space-saving sample storage. Styrofoam boxes with lid, 85x100x65mm, capacity 20 micro tubes (5x4).",20,10,2,UN,WWW.sarstedt.com,Non-culture-plasticware,95.64.253,Room temperature,3 Days. No stock -15 days,2,21,
SARSTEDT INC.,95.64.916,SARSTEDT LDA,"Storage boxes from moisture-resistant laminated cardboard material with lid and insert, 148x148x118mm (for 50ml tubes). Capacity: 16/4x4.",37.5,5,7.5,UN,WWW.sarstedt.com,Non-culture-plasticware,95.64.916,Room temperature,3 Days. No stock -15 days,7.5,21,
SARSTEDT INC.,95.64.924,SARSTEDT LDA,"Storage boxes from moisture-resistant laminated cardboard material with lid and insert, 135x135x28mm (for 0,2ml tubes). Capacity: 144/12x12.",197.1,27,7.3,UN,WWW.sarstedt.com,Non-culture-plasticware,95.64.924,Room temperature,3 Days. No stock -15 days,7.3,21,
SARSTEDT INC.,95.64.981,SARSTEDT LDA,"Storage boxes from moisture-resistant laminated cardboard material with lid and insert, 135x135x45mm (for 1,5 and 2ml tubes). Capacity: 81/9x9.",25,10,2.5,UN,WWW.sarstedt.com,Non-culture-plasticware,95.64.981,Room temperature,3 Days. No stock -15 days,4,21,
SARSTEDT INC.,95.64.997,SARSTEDT LDA,"Storage boxes from moisture-resistant laminated cardboard material with lid and insert, 135x135x45mm (for 1,5 and 2ml tubes). Capacity: 100/10x10.",25,10,2.5,UN,WWW.sarstedt.com,Non-culture-plasticware,95.64.997,Room temperature,3 Days. No stock -15 days,4,21,
Sarstedt AG & Co,95.987.002,SARSTEDT LDA,"RackSystem storage and pipetting station fot 0,2ml Multiply® PCR and pre-loaded PCR plates -  PCR work tray, neutral, for 96 tubes, 5/bag.",15,5,3,UN,WWW.sarstedt.com,Non-culture-plasticware,95.987.002,Room temperature,3 Days. No stock -15 days,3,21,
Sarstedt AG & Co,95.988,SARSTEDT LDA,"RackSystem storage and pipetting station fot 0,2ml Multiply® PCR and pre-loaded PCR plates -  Suporte base for PCR work tray, neutral, 5/bag.",35,5,7,UN,WWW.sarstedt.com,Non-culture-plasticware,95.988,Room temperature,3 Days. No stock -15 days,7,21,
Sarstedt AG & Co,95.988.001,SARSTEDT LDA,"RackSystem storage and pipetting station fot 0,2ml Multiply® PCR and pre-loaded PCR plates -  Suporte base for PCR work tray, red, 5/bag.",50,5,10,UN,WWW.sarstedt.com,Non-culture-plasticware,95.988.001,Room temperature,3 Days. No stock -15 days,10,21,
Sarstedt AG & Co,95.988.002,SARSTEDT LDA,"RackSystem storage and pipetting station fot 0,2ml Multiply® PCR and pre-loaded PCR plates -  Suporte base for PCR work tray, blue, 5/bag.",50,5,10,UN,WWW.sarstedt.com,Non-culture-plasticware,95.988.002,Room temperature,3 Days. No stock -15 days,10,21,
