SAP,NAME,ADDRESS,ZIPCODE,CITY,COUNTRY,PHONE,FAX,EMAIL,OBS,LINK
217092,MARIA EDUARDA B FIGUEIREDO MOUTINHO,"RUA MIGUEL BOMBARDA, Nº80  3ºANDAR",1050-166,LISBOA,PT,91 943 75 55,,eduardafigueiredo@gmail.com,,
217093,NUNO CARLOS DA S C COSTA VENTURINHA,"PR.DR.MANUEL NUNES FORMIGÃO,Nº7-2ºf",2005-258,  SANTARÉM,PT,,,,,
217094,MULTITECIDOS,"RUA SARAIVA DE CARVALHO, 358-A",1350-304,LISBOA,PT,21 392 89 40,21392 89 49,mail@multitecidos.pt,,
217095,MARINA NATALIA R PRISTA GUERRA,"RUA MARTA MESQUITA  CÂMARA,127-2ºA",4150-485,PORTO,PT,,,pguerra@net.novis.pt,,
217096,JOÃO PAULO DE AMARAL GUERRA,"R.MARTA MESQUITA CÂMARA,127-2ºA",4100-027,PORTO,PT,,,pguerra@net.novis.pt,,
217097,HELENA ESTER R PRISTA PINTO MOREIRA,"R.MARTA MESQUITA CAMARA,127-4-B",4150-485,PORTO,PT,,,,enviado e-mail p/serviço 25/02/2010 jr,
217098,ANA ISABEL R PRISTA DE PINHO LEÃO,"RUA EUGÉNIO DE CASTRO, 100 HAB.92",4100-225,PORTO,PT,,,,enviado e-mail p/serviço 25/02/2010 jr,
217099,TIAGO LUIS ROMEIRA PRISTA,"RUA DR. ALBERTO MACEDO, 34037",4100-027, PORTO,PT,,,,enviado e-mail p/serviço 25/02/2010 jr,
217100,ANA MARIA DE ALMEIDA MOINANTE,"R.GUILHERME GOMES FERNANDES,40-1ºDT",2675-367, ODIVELAS,PT,,,,nota,
217101,HELENA COSTA PEREIRA,"RUA DO EMIGRANTE -BLOCO B,2º Dto",2655-269, ERICEIRA,PT,,,helenadacostapereira@hotmail.com,,
217102,JOSE MANUEL ROSA DE SA MACHADO,"RUA DO VARATOJO, 50",2790-443, QUEIJAS,PT,,,,,
217103,"POLIBUS, LDA",R SILVA TAVARES Nº7 LOJA 8,1750-287,LISBOA,PT,21 757 5688,21 758 63 44,polibus@clix.pt,,
217104,TEATRO DA RAINHAASSOCIAÇÃO REPUBLICANA DA RAINHA E,"TV DO ACIPRESTE, 20 3º DTº",2500-263,CALDAS DA RAINHA,PT,26 282 33 02,26 282 33 06,geral@teatro.da.rainha.com,,
217105,MANUEL FERNANDO C DE MIRA GODINHO,RUA ANTÓNIO DE ABREU Nº 27,1400-016, LISBOA,PT,,,mgodinho@iseg.utl.pt,,
217106,JOAO FILIPE PINTO LOUREIRO,R ANTONIO JOSE DE ALMEIDA N 5 4 ESQ,2005-138, SANTAREM,PT,4.47904E+11,,joaoloureiro974@hotmail.com,,
217107,HELIOTEXTIL-ETIQUETAS E PASSAMANARI,ZONA INDUSTRIAL Nº 1 - APARTADO 467,3701-914,S.JOÃO DA MADEIRA,PT,25 620 11 00,25 683 28 24,conceicao.teixeira@heliotextil.com,,
217108,GIACOMO SCALISI,"RUA JOÃO BASTOS, 5-1ºESQ",1400-215, LISBOA,PT,,,,,
217110,CARLOS HENRIQUE DUARTE DA SILVA,"RUA CIDADE DE ROMA, LOTE 102-3ºESQ.",2735-435, CACÉM,PT,21 914 45 31,,carlosilva.texto@gmail.com,,
217111,TIAGO FERROS BOTELHO HESPANHA,"R.DA PENHA DE FRANÇA, 148 - 1º ESQ",1170-307, LISBOA,PT,21 814 43 81,,,,
217112,RUI PAULO VASCO SALGADO,"RUA ROMÃO RAMALHO, 59",7002-554, ÉVORA,PT,,,,,
217113,MARTA DUARTE DANIEL DIAS,"AV. DOS PRINCIPES, 12",2775-266,   PAREDE,PT,91 930 19 43,,martadddias@hotmail.com,,
217114,JORGE DE FIGUEIREDO DIAS,"RUA GOMES FREIRE, 16-4º ESQº",3000-204,  COIMBRA,PT,,,,,
217115,JOAO PEDRO GEORGE,"R.LEITE DE VASCONCELOS,Nº28-3º ESQ",1170-200, LISBOA,PT,,,,,
217116,GUIDA LAMI DIAS DA SILVA,"RUA DA VENEZUELA, Nº 27-10º ESQº",1500-618, LISBOA,PT,,,,,
217117,MARIA HELENA DE O AFONSO DOS SANTOS,"RUA GARCIA DE RESENDE, N°8 - 4°DTO",2500,CALDAS DA RAINHA,PT,,,,e-mail,
217118,100 FERRUGEM LDA.,"RUA DO ROSÁRIO, 223",4050-438, PORTO,PT,,,,e-mail,
217119,"SUMA FILMES, LDA.","R FILIPE FOLQUE, 49",1050,LISBOA,PT,21 314 02 01,21 315 90 66,sumafilmes@mail.telepac.pt,,
217120,JOSE MARIA VIEIRA S.A.,EST. DE ALFRAGIDE LT107 CVA1,2611-901,AMADORA,PT,214707650,214717035,,,
217121,BRUNO MIGUEL MATEUS PEREIRA,"R. ENG. NATIVIDADE, Nº 80 BACHARELA",2460-747, ALCOBAÇA,PT,,,,,
217122,FRANCISCO PROENÇA DE CARVALHO,"R.TIERNO GALVAN,TR.3,7º701 AMOREIRA",1070-274, LISBOA,PT,21 383 90 40,,,,
217123,FERNANDO AGUILAR DE CARVALHO,"R.TIERNO GALVAN,TR.3,7º701 AMOREIRA",1070-274,LISBOA,PT,21 383 90 40,,,,
217124,CATARINA SOUSA D RAIO DE CARVALHO,"R. DA BOAVISTA, Nº 164 - 4º DTO",1200-070,LISBOA,PT,91 710 73 00,,catarina.raio@gmail.com,,
217125,INES GONÇALVES AIRES MATEUS,"RUA TRISTÃO VAZ, 1 - 1º",1400-350, LISBOA,PT,96 963 78 87,,,,
217126,INES PIRES,"ALAMEDA FERNÃO LOPES, 23-7ºA",1495-135, OEIRAS,PT,96 664 25 60,,,,
217127,INES SOUSA E SILVA BOAVIDA PORTUGAL,"RUA CONDE DE SABUGOSA, 9 -3º DTO",1700-115, LISBOA,PT,91 409 36 18,,inesbportugal@sapo.pt,,
217128,RITA QUINTALO GUERREIRO,"RUA DUARTE PACHECO PEREIRA, 10",1400-140, LISBOA,PT,91 431 77 47,,,,
217129,TIAGO JOSE PEREIRA MAGRO,"RUA ANTONIO PATRICIO, 14 - R/C ESQ.",1700-049,LISBOA,PT,96 462 15 02,,,,
217130,VASCO RIBEIRO,"R.RAMALHO ORTIGÃO, 35 BL- A 1º ESQ.",2775-268, CASCAIS,PT,96 233 99 08,,,,
217131,LUISA MARIA SANTOS OLIVEIRA,"RUA MANUEL FERREIRA, Nº 8 - 4º ESQº",2795-133,  LINDA-A-VELHA,PT,,,,,
217132,NICOLAU SANTOS,"RUA ARNALDO FERREIRA, BL. 4 - 11º B",1750-412,  LISBOA,PT,,,,enviado e-mail p/serviço 19/05/09 jr,
217133,PATRICIA MARIA NUNES TIAGO,"RUA AUGUSTO GIL, 3 - 3º DRTº",1000-062, LISBOA,PT,91 986 03 11,,patricia.tiago@gmail.com,,
217134,MARIA LETICIA SOUSA RIBEIRO,"RUA NOVA,39-LOZEIRO",3020-261,COIMBRA,PT,,,,,
217135,"ISTO É EXPRESSO, LDAVIA DIRECTA",R DA ESCOLA PRIMÁRIA LT41,2660-032,FRIELAS,PT,21 811 28 00,21 811 28 99,backoffice.comercial@viadirectamente.pt,Srª DªJovita Santos,
217136,ASSOCIAÇÃO VIVER A CIÊNCIA - VAC,"AV. DA REPUBLICA, 34 - 1º",1050-193,LISBOA,PT,21 793 71 34,,srodrigues@viveraciencia.org,,
217137,MANUEL HENRIQUE V SOUSA TORRES,"R.JOAQUIM AGOSTINHO, Nº 16-4 ESQ.",1750-126, LISBOA,PT,21 757 71 73,,mst.web@gmail.com,,
217138,DULCE NETO,"LARGO DOS FORNOS, Nº 8 - 2º DTO.",2770-066, PAÇO D'ARCOS,PT,,,,,
217139,MARIA JOÃO FERNANDES RODRIGUES,"RUA JOSÉ ESCADA, Nº 1, 3º C",1600-482,LISBOA,PT,,,,,
217140,"JOALTO-RODOVIÁRIA DAS BEIRAS,S.A.",AV.ESTAÇÃO-ED.JOALTO,6300-832,GUARDA,PT,27 12 30 217,,comercial@joalto.pt,,
217141,AUTO VIAÇÃO AVEIRENSE S A,RUA D. MANUEL TRINDADE SALGUEIRO,3830-655,ÍLHAVO,PT,23 442 68 83,23 442 28 19,comercial@aveirense.joalto.pt,,
217142,JOÃO TIAGO PROENÇA,"AV. DOS ALIADOS, 6 - 1 ESQº",2780-308,  OEIRAS,PT,,,,,
217143,MARGARIDA MARIA S CHAGAS LOPES,"R.PF.FRANCISCO G.TEIXEIRA,Nº9-1ºDT",2790-132, CARNAXIDE,PT,,,,,
217144,FERNANDO LIGORIO VAZ,"RUA MATO DA MINA, 90 QUI DA BELOURA",2710-695, SINTRA,PT,,,,NÃO TEM E-MAIL,
217145,JOÃO MANUEL REZENDE PICOITO,"R. PROF. MÁRIO ALBUQUERQUE, Nº1-11A",1600-774, LISBOA,PT,,,,,
217146,JOSE PEDRO DA CUNHA CATALÃO DIONISI,"RUA GONÇALO VELHO CABRAL, 35",1400-188, LISBOA,PT,,,,,
217147,ANDRE MIGUEL ALELUIA GONÇALO,"RUA DE S. ROQUE, LT 1 AROEIRA",2820-126, CHARNECA CAPARICA,PT,91 822 81 79,,,,
217148,PEDRO MIGUEL RAPOSO GONÇALINHO,"RUA DOS VAGA-LUMES, 19",1400-356, LISBOA,PT,96 653 69 48,,pedrogoncalinho@netcabo.pt,,
217149,MARGARIDA LOPES FERREIRA MARTINHO,"RUA TRISTÃO VAZ , 1 - 2º",1400-350, LISBOA,PT,93 375 58 37,,margalfmartinho@gmail.com,,
217150,ANA RITA GOES MENDES CARVALHO,"RUA 1º MAIO, LOTE 25 - 1º DTO",2680-058, CAMARATE,PT,96 527 01 17,,,,
217151,BERNARDO PEREIRA S MARQUES FERREIRA,"R.NOVA DA SAO CRISPIM,115 - 2º ESQ",4000-364, PORTO,PT,96 942 95 12,,bernardomferreira@hotmail.com,,
217152,CLAUDIO ALVARINO FPEREIRA LOPES,"COND. VILLA AMÉLIA, BLOCO O - 1º ES",2950-805, PALMELA,PT,91 445 63 48,,,,
217153,DIOGO ROMÃO PERES,"R.PRF.REINALDO DOS SANTOS,22-11º DT",1500-506,LISBIA,PT,91 630 39 75,,,,
217154,DUARTE SILVEIRA,"AV.VISCONDE VALMOR , 1 A 14º B",100-289, LISBOA,PT,91 464 05 19,,dsilvex@hotmail.com,,
217155,Mª FILIPA MOREIRA GUEDES CAMPOS,"RUA ANDRADE CORVO,11-3º",1050-007, LISBOA,PT,91 631 30 95,,,,
217156,FILIPA JALLES,"R. ARTILHARIA UM, 51 BLOCO 3-A 5º E",1250-038, LISBOA,PT,96 714 40 57,,,,
217157,FILIPA MAGALHAES,"RUA DAMIÃO DE GOIS, 22 - 1º C",1400-089,LISBOA,PT,96 370 89 55,,,,
217158,FILIPA B.J.GUEDES TEIXEIRA,"PATIO DO PIMENTA, 27-1º",1200-034, LISBOA,PT,91 787 35 33,,,,
217159,GASPAR M BRANCO TEIXEIRA QUEIROZ,"AV.ANTONIO AUGUSTO AGUIAR, 42-4º DT",1050-016, LISBOA,PT,96 717 01 07,,gasparq@gmail.com,,
217160,ACEP-ASS.COOPER.ENTRE OS POVOS,"AV. SANTOS DUMONT, Nº 57 - 4º ESQ",1050-202,LISBOA,PT,21 795 01 75,21 795 01 76,info@acep.pt,,
217161,UNIMED SERVIÇOS MEDICO NOCTURNOS SA,"AV. DA REPUBLICA,Nº90",1600-206,LISBOA,PT,21 793 02 73,21 793 80 07,smn@unimed.pt,,
217162,GONÇALO FILIPE BRITO GRAÇA,"RUA CIDADE DA PRAIA, 3-1º ESQ.",2830-164, BARREIRO,PT,96 329 45 38,,,,
217163,HELENA M JACOBETTY A DIAS,"AV. ESTADOS UNIDOS AMERICA,102 -11º",1700-179, LISBOA,PT,96 449 29 42,,,,
217164,INES MARIA SILVA BAPTISTA,R DAS CODORNIZES 103 2º ESQ,2750-685, CASCAIS,PT,91 689 44 81,,nesbap@sapo.pt,,
217165,INES LOPES GUEDES MONTEIRO,"AV. JOSE ELIAS GARCIA, 21-3ºD",2745-146, QUELUZ,PT,91 830 77 07,,ineslopes-31@hotmail.com,,
217166,JOANA ALEGRE DUARTE,"PRAÇA JOAO DO RIO, 11-4º DTO.",1000-180, LISBOA,PT,96 105 09 44,,,,
217167,JOANA RITA ALVES BAGUINHO,"RUA BERNARDO SANTARENO, 7-2ºESQ",2795-035, OEIRAS,PT,93 813 84 58,,,,
217168,JOANA ARAUJO PIMENTA COSTA LEMOS,"RUA DIOGODE SILVES, 11-6º ESQ.",2675-589, ODIVELAS,PT,91 945 07 84,,,,
217169,JOAO MARIA GALVÃO T ATAIDE CORDEIRO,"RUA D.JOAO V, 16-2º DTO",1250-090,LISBOA,PT,21 383 01 72,,,,
217170,JOAO COLLAS VALERIO,"RUA NICOLAU COELHO, 3",1400-253, LISBOA,PT,91 601 43 59,,joaocvalerio@hotmail.com,,
217171,LEONOR ANACORETHA PEREIRA DA SILVA,"AL.D. AFONSO HENRIQUES, 39 - 2º DTO",1000-123,LISBOA,PT,91 443 05 13,,,,
217172,LUIS DAWN E LORENA,"AV.DO. NUNO ALVARES PEREIRA, 49",2765-261, ESTORIL,PT,21 467 14 23,,,,
217174,MAFALDA CABRAL SOARES,"RUA SANT'ANA À LAPA, 200 - 1º DTO",1350-290, LISBOA,PT,91 918 57 31,,,,
217175,JOANA RITA GALARICHA SANTOS,"AV. VIEIRA DA SILVA, 24 - 1ºE",2855-578,ALMADA,PT,91 624 86 55,,,,
217176,MANOELLA CARVALHO REIS SANTOS,"RUA PROF.VEIGA BEIRÃO, 31-5º B",1700-318,LISBOA,PT,96 809 00 38,,,,
217177,MANUEL CABRAL DIAS DE CARVALHO,"RUA DO RECIFE, 2 - 8 DTOº",2780-033,OEIRAS,PT,91 215 04 95,,,,
217178,MARIA HELENA ALARCÃO,"AV.BOMBEIROS VOLUNTARIOS ALGÉS,48-4",1495-021, OEIRAS,PT,91 925 81 83,,,,
217179,MARIANA VAZ PINTO GUIMARÃES LOBATO,"CALÇADA PALMA DE BAIXO, 4 CASA 8-E",1600-176,LISBOA,PT,91 828 51 01,,,,
217180,MARIANA CRUZ SANTOS OLIVEIRA COSTA,"AV. INFANTE SANTO, 72 - 7º C",1350-180,LISBOA,PT,91 656 15 01,,,,
217181,MIGUEL NUNO RIBEIRO ALCOBIA,"RUA VILA DO SEIXAL, 36- R/CDTO",2810-139,ALMADA,PT,96 673 23 40,,,,
217182,PAULO MARTINS BARATA LIMA,"RUA ALMEIDA E SOUSA, 14 -1º ESQ.",1250-065,LISBOA,PT,91 265 01 01,,,,
217183,PEDRO CRUZ GONÇALVES,"RUA DAMIÃO DE GOIS, 34-10º ESQ.",2700-226,AMADORA,PT,91 622 29 96,,pedro.cruz.goncalves@hotmail.com,,
217184,RAQUEL LOPES FERREIRA MARTINHO,"RUA TRISTÃO VAZ, 1- 2º",1400-350,LISBOA,PT,96 534 85 28,,,,
217185,RUTE ISABEL TEIXEIRA PINTO,"Travessa da Palmeira, 16-3º.",1200-315,LISBOA,PT,91 988 89 17,,,Morada alterada pelo recibo verde -Dec.devolvida,
217186,VALTER HUGO SILVA COSTA,"PRAÇA ALVARO LOPES, 13-1ºDTO",2700-046,AMADORA,PT,93 375 73 32,,,,
217187,VANESSA GONÇALVES CARDOSO FERNANDES,"RUA FLAVIA,5",2820-413,ALMADA,PT,91 454 08 23,,,,
217188,VASCO MARIA NOBRE TRINDADE,"RUA MIGUEL LUPI, 18 - 3º",1200-725,LISBOA,PT,91 361 46 66,,moloku@hotmail.com,,
217189,"NORPACKINACIO & PEREIRA , LDA","R. das Perlinhas , 451  Arm.M.5",4435,RIO TINTO,PT,224631115/6,224631117,,,
217190,INTERNACIONAL AUTO MECÂNICA MODERNA,"Azinhaga das Arpalas , Letra B - R/",2685-544,Sacavem,PT,219470791,219470791,,,
217191,ATARAXIA,R DAMIÃO DE GÓIS Nº 2 3º ESQ,2650-322,AMADORA,PT,21 475 04 81,21 475 05 81,ataraxia@ataraxia.pt,,
217192,"ILHA DE IDEIAS, LDA","RUA BORGES CARNEIRO, 34 R/C",1200-619,LISBOA,PT,,,,,
217193,GRANDE HOTEL DE LUSO SA,R DR CID DE OLIVEIRA 86,3050-210,LUSO,PT,23 193 79 37,23 193 79 36,"inf@hoteluso.com,",,
217194,REACEL-RELOGIOS E ACESSORIOS LDª,"R ABEL DIAS URBANO, 4 1º DTº",3001-901,COIMBRA,PT,23 985 48 30,23 985 48 39,reacel@reacel.pt,,
217195,ALEXANDRE CESAR AZINHEIRA,"RUA DA ROSA, 162 - 3º ESQº",1200-389,LISBOA,PT,,,alexandreazinheira@mac.com,,
217196,MARIA LUISA N MARTINS BRANDÃO,"CALÇADA DO FORTE, Nº10, 2º DTO",1100-256,LISBOA,PT,,,mgomes@idrha.pt,,
217197,JOÃO VASCO M GUERREIRO DE ALMEIDA,RUA ANGELINA VIDAL 86 3º ESQ,1170-020,LISBOA,PT,,,joaovascoalmeida@gmail.com,,
217198,CLARKE MODET & Cº,RUA CASTILHO Nº 50 - 9º,1269-163,LISBOA,PT,21 381 50 50,21 383 11 50,cferreira@clarkemodet.com.pt,,
217199,CARLOS LOBO,"R.ANTERO HENRIQUES SILVA, 408,4ºESQ",4810,GUIMARAES,PT,93 673 26 53,,,,
217200,TIAGO MANUEL RODRIGUES PINTO SANTOS,R MARECHAL CRAVEIRO LOPES Nº 25,2670,LOURES,PT,21 983 38 58,,,,
217201,MARIANA TOME RIBEIRO,R ENGENHEIRO DUARTE PACHECO 888,4470-282,MAIA,PT,,,,,
217202,SORAYA VASCONCELOS,AV GAGO COUTINHO BLOCO E 1 1º DTO,2775-197,PAREDE,PT,93 832 12 40,,,,
217203,SONIA GALIZA FERREIRA,R ATALAIA 31,1200-037,LISBOA,PT,93 351 63 73,,,,
217204,"TRANSPORTES BRAZ, LDA","RUA DA CONSTITUIÇÃO, 37",3045-047,FALA    COIMBRA,PT,239813060,239813060,,,
217206,ISILDA MARIA ANTUNES SANCHES,RUA MARIA TELLES MENDES Nº8-2ºB,2770-119,PAÇO DE ARCOS,PT,,,,,
217211,BIOGLOBAL,AV MIGUEL BOMBARDA 61 4º ESQ,1050-161,LISBOA,PT,21 312 96 20,21 312 96 25,assistencia@bioglobal.pt,,
217212,FARCHEM-AJ TEC EQ HOSPITALARES,R PROF HENRIQUE BARROS 4 4º A,2685-338,PRIOR VELHO,PT,21 949 98 71,21 949 98 78,farchem@farchem.pt,DR FERNANDO CARREIRA,
217213,FMS SAF MARQUES DA SILVA,PRACETA DOS CAVALEIROS 1,2795-629,PORTELA DE CARNAXIDE,PT,21 424 57 10,21 424 57 19,fms-miguel@mail.telepac.pt,,
217214,AMBICONTROL-CONTROLO DE POLUIÇÃO,Quinta da Piedade Pta Aníbal Fausti,2625-161,Póvoa de Santa Iria,PT,219562285,219562929,ambicontrol@dias-de-sousa.pt,,
217215,FERNANDO AZEVEDO RODRIGUES & FILHOSJOMARCO,RUA DO RIO 3,2508-405,LABRUGEIRA-VENTOSA  ALENQUER,PT,26 377 92 74,26 377 99 80,jomarco.tools@sapo.pt,SR.MARCO,
217216,MARIA CLAUDIA N PEREIRA PINTO,"R.CAMPO ALEGRE,Nº1380-HAB.114",4150-175, PORTO,PT,,,,,
217217,RESTAURANTE SR. VINHO,"RUA DO MEIO À LAPA, 18,",1200-723,LISBOA,PT,21 397 26 81,21 395 20 72,restsrvinho@mail.telepac.pt,,
217218,JOÃO LOPES MADUREIRA SILVA MIGUEL,"R.TENENTE FERREIRA DURÃO, 28,3º DTO",1350-315,LISBOA,PT,21 383 08 38,,joaomadureira.mail@clix.pt,,
217219,CAROLINA TOVIM CORTESÃO,"Bairro Stª Apolónia, Lote B-1ºA",3020-106,COIMBRA,PT,,,,NOTA,
217220,MARCIO RUBEN OLIVEIRA BARCELOS,"Caminho do Meio, 12-C, nº 14",9050-251,FUNCHAL,PT,,,,,
217221,ATRON CABOS  S A,"RUA ALFREDO DA SILVA, LOTE 13",2785-035, SÃO DOMINGOS DE RANA,PT,21 445 90 90,21 445 57 60,judite@atron.pt,ANTÓNIO SEPÚLVEDA  917 237 402,
217222,"PACKFILM-EMBALAGENS, LDA",ZONA INDUSTRIAL DE FRIELAS,2660-002,FRIELAS,PT,21 989 11 37,21 989 11 39,packfilm@mail.telepac.pt,,
217223,PESTANA PORTO HOTEL,PRAÇA DA RIBEIRA 1,4050-315,PORTO,PT,22 340 23 00,22 340 24 00,fo.porto@pestana.com,,
217224,PAULO APPERBERG GAIO LIMA,"LARGO DE SANTA LUZIA, 3, 3º DTO",1100-481,LISBOA,PT,,,,VER NOTA,
217225,COMERCIAL RAFER SL,"Av 25 Abril, Edificio Alvorada-Busi",2750-512,Cascais,PT,214826683,214826684,rafer.lisboa@vizzavi.pt,,
217226,AFROLUSO,R REINALDO FERREIRA 31-A,1700-322,LISBOA,PT,21 845 31 50,21 846 51 90,webmaster@afroluso.pt,,
217227,SERGIO CARNEIRO DE CAMPOS MATOS,"R.RAINHA D.LUÍSA DE GUSMÃO, 7, 2ºI",1600-685,LISBOA,PT,,,,,
217228,ANTONIO MANUEL P CORREIA ALVES,"RUA PEDRO ESCOBAR, Nº 402/414",4450-771,LEÇA DA PALMEIRA MATOSINHOS,PT,,,,enviado e-mail p/serviço 25/02/2010 jr,
217229,LUIS MIGUEL PINTO CORREIA ALVES,PRAC. JOÃO BELTRÃO-12 - 4º ESQ.-T,4715-292,BRAGA,PT,,,lcorreiaalves@hotmail.com,,
217230,ELSA BEATRIZ PADILLA,"ALAMEDA DOS OCEANOS,LT.4.24.01B,10º",1990-502,LISBOA,PT,,,,,
217231,JOSE ANTONIO DE AGUIAR DOMINGUES,R AFONSO ALBUQUERQUE 16,2745-057,QUELUZ,PT,96 403 03 98,,ztgrandamail@gmail.com,,
217232,ISABEL MARIA M ABRANCHES DE SOVERAL,"RUA TENENTE ESPANCA, 40 - 5º ESQ.",1050-224,LISBOA,PT,,,,,
217233,"EDP SERVIÇO UNIVERSAL, S.A.","RUA CAMILO CASTELO BRANCO, 43",1050-044,LISBOA,PT,,,,,
217234,PEDRO SEQUEIRA PIRES MEIRELES,"AV. AFONSO DOMINGUES, 8",4405-524, VILA NOVA DE GAIA,PT,,,,e-mail,
217235,STORM CULT UNIPESSOAL LDA,MONTE DA ESTACARIA-APARTADO 93,7250-999,ALANDROAL,PT,26 699 96 23,,storm@storm-magazine.com,,
217236,JOANA BELO PEREIRA,"R.GENERAL SILVA FREIRE,LT 156-2º DT",1800-211,LISBOA,PT,96 503 07 68,,jobelop@gmail.com,,
217237,AGORA PUBLICAÇÕES E COMUNICAÇÃOUNIPESSOAL LDA,"AV. D. LUÍS I, 36 R/C",2720-189, ALFRAGIDE,PT,21 471 94 70,21 471 94 69,geral@agoracomunicacao.com,,
217238,IN TWO  DESIGN,R RUI BARBOSA 24/26,1170-332,LISBOA,PT,21 810 40 50,21 810 40 59,intwo@netcabo.pt,,
217239,MANUEL DE C P RAIMUNDO CUSTODIO,"AVENIDA DA LIBERDADE,42-2º ESQº",6230-398, FUNDÃO,PT,,,,,
217240,GUILHERME NORONHA SARAIVA,"VICENTE BORGA, Nº 132, 1.º DTO",1200-866,LISBOA,PT,,,,,
217241,CARLOS MIGUEL FERREIRA PEREIRA,"AV.DAS DESCOBERTAS,Nº21-3ºFRT.",2670,"INFANTADO,  LOURES",PT,,,carlos_pereira_ipl.esml@yahoo.com,,
217242,MIGUEL COLLINGRIDDE S MOTA MENDES,"R.DR.JOSÉ DA CUNHA BRUXADO, LT12",2765-072, ESTORIL,PT,,,mgsmendes@sapo.pt,,
217243,METRIS MET DE REC INVESTIG SOCIAL L,R CARLOS TESTA 1-1ºB,1050-046,LISBOA,PT,21 000 02 00,21 000 02 90,antoniogomes@metrisgfk.pt,pedi actualização por Email 25/08/2008,
217245,MARTA LETICIA COSTA LIMA CARREIRAS,"RUA PASSOS MANUEL,Nº65,2ªDTO",1150-258,LISBOA,PT,,,,,
217246,ANA R D A SOUSA,"RUA EDUARDO COELHO,81-3º ESQ.",1200-165,LISBOA,PT,,,,,
217247,ANA CRISTINA FERNANDES PEREIRA,"LUGAR DAS FONTAINHAS, 201,",4910-201, LANHELAS,PT,,,acfpereira@gmail.com,,
217248,JOSE  AUGUSTO RAMOS ALVES,"RUA DE ABADIM,APARTADO 95",4580,PAREDES,PT,,,anouch77@aol.fr,,
217249,ANA PAULA MACEDO FERREIRA,"R. PEQUENA, LOTE 7, 2º DTº. BICESSE",2645-486,ALCABIDEHE,PT,,,,,
217250,ALDA MARIA SIMÕES DA ROCHA,"R.ILHA GRACIOSA, 163, 4º SASSOEIROS",2775-803,CARCAVELOS,PT,,,aldrocha@gmail.com,,
217252,AERLIS ASS EMPRESARIAL REGIÃO LISBO,R DO CORO DE STO AMARO DE OEIRAS,2780-017,OEIRAS,PT,21 010 50 00,21 010 50 01,aerlisoeiras@aerlis.pt,,
217253,RICHARD BIRK ZENITH,CERCA DO ARNEIRO 7,8670-230,CARRAPATEIRA,PT,21 814 13 44,,rzenith@gmail.com,,
217254,ANA SOFIA DE SAMPAIO RODRIGUES,"RUA CECÍLIO DE SOUSA, 75-3º ESQº",1200-100,LISBOA,PT,,,,,
217255,"FACTORMED, LDA",R. DONA ANA DE AUSTRIA Nº 20,2605-663,MASSAMA NORTE,PT,21 435 66 00,21 435 12 08,factormed@sapo.pt,,
217256,ANA CLAUDIA F FERNANDES VALENTE,"URB. REAL FORTE, LOTE 10- 1º D",2685, SACAVÉM,PT,,,,,
217257,TANIA BEISL RAMOS,"RUA FERNANDO NAMORA, 36 - 1º DTO.",1600-453,LISBOA,PT,,,,,
217258,MARIA MANUELA CALHEIROS,"RUA ALFREDO SOARES, Nº 8-6º A",1400,LISBOA,PT,,,,,
217259,MARIA PAULA DA SILVA MENDES COELHO,"RUA INFANTARIA 16, Nº 24 - 3ºDTO.",1250-129,LISBOA,PT,,,,,
217260,RODOVIARIA DO TEJO,AV DR JOÃO MARTINS DE AZEVEDO 15,2354-909,TORRES NOVAS,PT,24 981 07 00,24 981 07 19,rodotejo@mail.telepac.pt,,
217261,"VIDROSSINTRA -VIDROS DE SINTRA, LDA",ESTRADA NAC. 9 AO KM 17 - RAL,2710-000,SINTRA,PT,21 924 20 00,21 924 20 21,geral@vidrossintra.pt,,
217263,PORTUGAL DOS PEQUENINOSEXECUÇÃO DE MAQUETAS  LDA.,AV DE BRASILIA PORTO P. PEDROUÇOS,1400-298, LISBOA,PT,21 760 53 53,21 760 53 54,,,
217264,"EVIDENSYS, LDA.Edíficio de São Miguel",Av. de São Miguel nº249-Estúdio 42,2775-751,Estoril,PT,212 470 148,214 601 113,info@evidensys.com,,
217265,SOLBELSOC DE BEB E PRODUTOS ALIMENTARES S,RUA ANTÓNIO PATRÍCIO 23 A/B/C,1700-047,LISBOA,PT,21 799 10 50,21 799 10 59,Paula.Morais@solbel.pt,,
217266,COOPINSERE  CRL,R DAS CEREJEIRAS Nº 42,2710-632,VALE FLORES -  SINTRA,PT,21 910 70 85,21 910 70 86,coopinsere@sapo.pt,,
217267,RICARDO JORGE VAZ TAPADINHAS,R DE MACAU 46 2º DTO,2780-019,OEIRAS,PT,93 376 44 31,,r.tapadinhas@gmail.com,e-mail,
217268,FILIPA FRANCISCO,"R. FRANCISCO LÁZARO,Nº6-3º ESQº",2825-465,  COSTA DA CAPARICA,PT,,,,,
217269,CLAUDIA FILIPA PEREIRA TORRES,"RUA S. SALVADOR, nº 38",4725-284,QUINCHÃES NORTE,PT,,,,,
217270,MARIA MARGARIDA LOPES DE MIRANDA,"BAIRRO DA ESCOLA, Nº 10",3060-020,  ANÇÃ,PT,,,,,
217271,RITA ISABEL MENDES SILVA,"R. PRINCESA MARIA BENEDITA,Nº4,7º D",,TORRES VEDRAS,PT,,,,,
